"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"AIMP2",4.54554717348576e-23,0.292798859901932,0.263,0.124,7.90425197997439e-19
"SAA4",4.77842675343774e-23,0.315779412392088,0.11,0.02,8.30920628155288e-19
"EPHB4",4.77917673938637e-23,0.420709491349354,0.27,0.134,8.31051043211896e-19
"PGAM1",4.86200808761177e-23,0.521170301852924,0.682,0.563,8.45454586354811e-19
"RSL1D1",4.86445271842469e-23,0.42703003738723,0.538,0.385,8.4587968320687e-19
"SOD3",4.9617115099109e-23,-0.484638945509657,0.021,0.107,8.62792014458407e-19
"PYM1",5.62086595908823e-23,0.270064782159222,0.286,0.141,9.77412381625852e-19
"OTUB1",5.89887043691004e-23,0.32440272062697,0.403,0.244,1.02575458027429e-18
"ATP6V0E1",6.04640999105447e-23,0.602060692372225,0.807,0.751,1.05141023334446e-18
"RACK1",6.23962048773637e-23,0.574779658368421,0.979,0.976,1.08500760661248e-18
"PTGR1",6.38701653605764e-23,0.80993110064577,0.329,0.194,1.11063830545506e-18
"C8orf33",7.06461029120475e-23,0.269006257999961,0.328,0.174,1.22846508353759e-18
"PTS",7.3673935305457e-23,0.34947933331583,0.341,0.194,1.28111606102659e-18
"TWF1",7.41208871185152e-23,0.271983685178837,0.285,0.142,1.28888810610386e-18
"RPL18",7.75367776721503e-23,0.512557932239485,0.982,0.991,1.34828702694102e-18
"PDLIM3",7.77426886234123e-23,-0.348645138287059,0.04,0.139,1.35186761247252e-18
"CDV3",9.46055095694142e-23,0.318734710671332,0.354,0.202,1.64509520590254e-18
"PDCD2",9.82094573033935e-23,0.256913343112241,0.224,0.094,1.70776425304871e-18
"DNAJC1",9.90885077883531e-23,0.287346070045544,0.268,0.128,1.72305006193167e-18
"EML4",1.04281985344249e-22,0.31748654655146,0.436,0.274,1.81335944315115e-18
"ATP6V1C1",1.06557372071457e-22,0.301598342857219,0.3,0.155,1.85292614295057e-18
"CCT4",1.07536812154825e-22,0.467908634079238,0.577,0.445,1.86995762656025e-18
"ABCB4",1.12998989764374e-22,0.321407089918511,0.121,0.026,1.9649394330127e-18
"BCO2",1.19895269199525e-22,0.253921221001341,0.14,0.037,2.08485883611054e-18
"SLC20A1",1.19985729872909e-22,0.31987845885678,0.329,0.181,2.08643185676002e-18
"RGN",1.23491039526433e-22,0.264737638500073,0.164,0.052,2.14738568632514e-18
"EPHX2",1.38970937566556e-22,0.281712871306269,0.153,0.046,2.41656563334484e-18
