"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"SUMF1",1.28260240172196e-41,0.36662036679256,0.274,0.169,2.05742251260219e-37
"MORF4L2",1.48744065404414e-41,0.268839092485939,0.564,0.425,2.38600355315221e-37
"ADNP",1.62206982102026e-41,0.25001832731401,0.286,0.174,2.6019621998986e-37
"IGHG4",1.70710638705761e-41,-2.96025978386983,0.12,0.22,2.73836935547911e-37
"C1QBP",2.00583162408725e-41,0.269858584457378,0.311,0.196,3.21755450819835e-37
"HIGD2A",2.53938343478726e-41,0.317396988977822,0.366,0.253,4.07342496774224e-37
"PTGES3",2.90726575949159e-41,0.277048372368982,0.493,0.368,4.66354500480045e-37
"SLC40A1",9.30708588812344e-41,0.304230364873712,0.236,0.133,1.49294964731388e-36
"RPL24",1.1419463789266e-40,0.490745351367294,0.837,0.801,1.83179618643616e-36
"SAT1",1.33883076921458e-40,-0.407704722488941,0.538,0.648,2.14761843689711e-36
"CHMP2A",1.74155106962269e-40,0.253937226099074,0.295,0.185,2.79362207078175e-36
"ZNHIT1",1.90390624654355e-40,0.264057964969707,0.379,0.258,3.05405601008051e-36
"FAM227B",2.71425288954167e-40,-0.481833377797604,0.083,0.171,4.3539330601138e-36
"SRSF11",2.79586594583081e-40,0.366337279781647,0.678,0.58,4.48484856370721e-36
"PIEZO2",3.40388464213586e-40,-0.403493179324504,0.058,0.138,5.46017135445013e-36
"CCDC146",3.69634334774804e-40,0.270079118919411,0.224,0.126,5.92930436412262e-36
"BCAS4",5.1802333870402e-40,-0.284387956091888,0.231,0.354,8.30961237615118e-36
"RPL41",5.58788658775724e-40,0.488732271624973,0.841,0.836,8.96352887542139e-36
"SSPN",7.80700660903502e-40,0.267617267823132,0.281,0.173,1.25232193015531e-35
"NEMF",1.22607074651451e-39,0.358670875658549,0.389,0.275,1.96674008448392e-35
"PALLD",1.76706651203052e-39,-0.497804316480325,0.175,0.278,2.83455139194816e-35
"RPL7",1.88750373454708e-39,0.79903579686857,0.684,0.687,3.02774474058697e-35
"USP34",1.99332381814779e-39,0.306840660947656,0.39,0.275,3.19749073669088e-35
"RPL22",2.12464212532888e-39,0.482348800524566,0.657,0.571,3.40813843324006e-35
"ATXN3",2.58718468762763e-39,0.253466484322756,0.253,0.151,4.15010295742347e-35
"DENR",3.4242058107219e-39,0.306568516881518,0.384,0.267,5.49276854097901e-35
"EIF5",3.89592766838976e-39,0.315947033273783,0.449,0.33,6.24945757286401e-35
"SPIDR",8.7250974659531e-39,0.329164893101841,0.418,0.303,1.39959288451354e-34
"UBR2",9.25393400470616e-39,0.257244153576373,0.331,0.217,1.48442355369492e-34
"SMARCC1",1.30188078492245e-38,0.268494761441554,0.383,0.264,2.08834696709411e-34
"YY1",1.85239946285461e-38,0.297558043665335,0.348,0.237,2.97143397836507e-34
"SNHG3",1.97087010368335e-38,0.264625263024397,0.223,0.129,3.16147273331847e-34
"FAF1",2.00241500729838e-38,0.351933983674369,0.32,0.213,3.21207391320734e-34
"ACAP2",3.22821630404339e-38,0.321562253098994,0.451,0.337,5.178381773316e-34
"GJA1",3.23335217430629e-38,-0.272006670910102,0.091,0.18,5.18662022280471e-34
"RPN2",4.48007114828442e-38,0.252931341418428,0.463,0.341,7.18648212896304e-34
"FN1",5.88520249121944e-38,-0.953535064491353,0.341,0.452,9.4404533161651e-34
"PLS3",7.33027653721319e-38,-0.388010880779686,0.113,0.206,1.17584965933437e-33
"ID3",2.18731886576967e-37,-0.403405418604953,0.143,0.243,3.50867819258113e-33
"UBE2B",2.42327568113337e-37,0.26918712121052,0.405,0.285,3.88717652010604e-33
"LDLR",3.25588497491961e-37,0.311071091869002,0.258,0.156,5.22276508826854e-33
"PAPOLA",3.64424025375934e-37,0.363509040728976,0.451,0.341,5.84572579105536e-33
"EIF2AK2",4.51401200802641e-37,0.261629132691041,0.407,0.286,7.24092666207516e-33
"RPL11",9.84148929953861e-37,0.543065524087271,0.9,0.896,1.57867329853899e-32
"NAV3",1.05334457744894e-36,-0.266923557320848,0.061,0.14,1.68967003668585e-32
"LRCH3",2.80672961700739e-36,0.258963605994994,0.316,0.209,4.50227497864155e-32
"RPL13",2.91873327964098e-36,0.502499095050394,0.943,0.965,4.6819400538721e-32
"PIM2",3.01391315687704e-36,-0.331154091101436,0.037,0.104,4.83461809494645e-32
"RPL38",3.79194467761467e-36,0.446619538136471,0.848,0.836,6.08265845736169e-32
"CXCL2",4.62887794711183e-36,-0.519668997716843,0.071,0.153,7.42518311496209e-32
"GCC2",6.41947861794093e-36,0.298565530821598,0.457,0.34,1.0297485651039e-31
"GFPT2",6.86427914924144e-36,-0.256902887550032,0.054,0.128,1.10109901832982e-31
"ARID4B",7.16429667748564e-36,0.296109724413762,0.519,0.406,1.14922483003547e-31
"RPL35",8.8595284657357e-36,0.484684554082273,0.814,0.784,1.42115696118866e-31
"RACK1",1.16662374700697e-35,0.522566985610884,0.782,0.746,1.87138115257388e-31
"B4GALT1",1.17816463336958e-35,-0.328518193320803,0.185,0.288,1.88989388838815e-31
"C9orf3",1.4676573564195e-35,0.261215110772231,0.302,0.196,2.35426916543252e-31
"PHIP",1.63724011915724e-35,0.318185761981141,0.405,0.296,2.62629687514013e-31
"CCDC90B",1.83512668939915e-35,0.384000747093041,0.227,0.136,2.94372672246518e-31
"FKBP2",2.08307492320602e-35,0.288100622877709,0.346,0.236,3.34146048431477e-31
"DAD1",3.02422205959351e-35,0.289959434611201,0.481,0.367,4.85115460579395e-31
"PAK1",3.1059172819473e-35,0.320782342059976,0.243,0.149,4.98220191197166e-31
"RAD23A",5.37597975594973e-35,0.267983992310504,0.337,0.233,8.62360912651897e-31
"CLIC4",6.70075350162119e-35,-0.38584785411347,0.237,0.338,1.07486786919506e-30
"RPS5",7.34368266306435e-35,0.531562393289605,0.774,0.74,1.17800013598215e-30
"SLIRP",7.35760787506791e-35,0.298293255962646,0.486,0.378,1.18023387923964e-30
"YWHAE",7.94606271369432e-35,0.305665025277822,0.62,0.508,1.27462791990371e-30
"PCF11",9.50088121604045e-35,0.27350478717965,0.233,0.14,1.52403635586505e-30
"XRCC5",1.32354968061213e-34,0.270842207591987,0.509,0.397,2.12310604266991e-30
"HINT1",1.47394944296557e-34,0.342107363737711,0.551,0.46,2.36436230146107e-30
"ANKRD17",1.81895652001749e-34,0.285395168411101,0.362,0.256,2.91778815376005e-30
"HNRNPK",1.8552320983544e-34,0.319969864824926,0.591,0.491,2.9759778089703e-30
"RPL18",2.10793992156639e-34,0.514441217620266,0.748,0.703,3.38134642818465e-30
"KMT2E",2.15593984187214e-34,0.331080568320823,0.575,0.468,3.45834310034709e-30
"SAP18",2.58021680832626e-34,0.255723480660536,0.377,0.27,4.13892578223616e-30
"SNHG5",2.59841712522794e-34,0.387842921804573,0.575,0.486,4.16812091057813e-30
"ATF3",3.97491639499836e-34,0.451620870587575,0.5,0.389,6.37616338921687e-30
"ATOX1",4.71984098340545e-34,0.255033176200407,0.37,0.26,7.57109692148068e-30
"MIR4435.2HG",5.38791370412674e-34,-0.254287048525792,0.14,0.235,8.6427523727897e-30
"LXN",8.05649532300462e-34,-0.285214134838166,0.093,0.175,1.29234241476317e-29
"HADHA",1.17487689454371e-33,0.251466455972493,0.396,0.287,1.88462002653756e-29
"NDUFA11",1.4289744917441e-33,0.33086538330871,0.406,0.304,2.2922179822067e-29
"RSRC2",1.58897537230095e-33,0.28043668858412,0.489,0.381,2.54887539470796e-29
"PTMA",2.03633561848923e-33,0.389698189340408,0.943,0.948,3.26648596561857e-29
"RPS8",3.06630329637582e-33,0.653805351135043,0.927,0.945,4.91865711771646e-29
"POLR2L",3.46318358466611e-33,0.267698830318363,0.547,0.434,5.55529278816291e-29
"HIF1A.AS2",4.38596797293199e-33,-0.287451288364633,0.183,0.281,7.0355312253802e-29
"CD96",4.40046081094845e-33,-0.281632767333119,0.071,0.148,7.05877918684241e-29
"AKAP9",5.1048594837693e-33,0.340034518154466,0.612,0.508,8.18870509791434e-29
"RARRES2",6.42744798567955e-33,-0.668144490694236,0.191,0.277,1.03102693138286e-28
"ASH1L",6.46652253838925e-33,0.268643562632954,0.503,0.394,1.03729488038302e-28
"CCDC65",6.48428128674844e-33,-0.293665219593836,0.104,0.19,1.04014356120732e-28
"MGP",6.49617864329862e-33,-0.256185507866774,0.226,0.342,1.04205201617153e-28
"SF3B1",6.60065665770978e-33,0.289952511399262,0.608,0.506,1.05881133446323e-28
"WDR83OS",8.28111692892691e-33,0.311932098139542,0.402,0.305,1.32837396656917e-28
"FTX",8.84237476503309e-33,0.440428836739074,0.469,0.373,1.41840533605896e-28
"MT.ATP8",1.14379697894602e-32,0.666758775575324,0.734,0.716,1.83476473392731e-28
"IGLC2",1.49933135443301e-32,-3.12949289462429,0.11,0.197,2.405077425646e-28
"CCL2",1.57586142313577e-32,-0.400975049932658,0.072,0.149,2.52783930885209e-28
"EIF2S2",1.60801598953431e-32,0.260875109787626,0.443,0.336,2.57941844881199e-28
"PCMTD1",1.62241414171036e-32,0.263887149007114,0.374,0.265,2.60251452471759e-28
"RGS16",2.54154732591574e-32,-0.446620051290018,0.073,0.149,4.07689606550144e-28
"USP9X",2.74613367447195e-32,0.354947054443756,0.284,0.191,4.40507302722045e-28
"CALD1",4.66241617669403e-32,-1.26354235806316,0.519,0.517,7.4789817890349e-28
